"gsm","donor","cond","celltype","x","y"
"GSM7717089","PWH28","Wound7","Fibroblast",-2.549066,-1.0486568
"GSM7717090","PWH28","Wound30","Fibroblast",0.04433266,-0.8617165
"GSM7717082","PWH26","Wound30","Fibroblast",-2.2706614,2.3844469
"GSM7717086","PWH27","Wound30","Fibroblast",1.1641119,0.8786809
"GSM7717089","PWH28","Wound7","Fibroblast",-0.8820032,0.24528073
"GSM7717080","PWH26","Wound1","Fibroblast",-1.6087978,0.39677897
"GSM7717090","PWH28","Wound30","Fibroblast",2.9157903,-0.12488041
"GSM7717088","PWH28","Wound1","Fibroblast",-3.1258714,1.2824688
"GSM7717086","PWH27","Wound30","Fibroblast",3.021494,0.18569143
"GSM7717081","PWH26","Wound7","Fibroblast",-2.6873188,-1.0129831
"GSM7717085","PWH27","Wound7","Fibroblast",0.9020337,0.71904814
"GSM7717085","PWH27","Wound7","Fibroblast",0.124315254,1.5938146
"GSM7717090","PWH28","Wound30","Fibroblast",2.996705,0.12755314
"GSM7717089","PWH28","Wound7","Fibroblast",-3.201277,0.34329176
"GSM7717083","PWH27","Skin","Fibroblast",-1.9808308,-0.40522096
"GSM7717079","PWH26","Skin","Fibroblast",-3.9958801,-1.3534846
"GSM7717087","PWH28","Skin","Fibroblast",-2.7641938,1.6121554
"GSM7717087","PWH28","Skin","Fibroblast",-2.6019979,0.44650528
"GSM7717087","PWH28","Skin","Fibroblast",-2.554005,-2.6877859
"GSM7717086","PWH27","Wound30","Fibroblast",2.371593,-0.5790874
"GSM7717086","PWH27","Wound30","Fibroblast",1.9714686,-0.506909
"GSM7717086","PWH27","Wound30","Fibroblast",3.6625502,0.14451037
"GSM7717085","PWH27","Wound7","Fibroblast",0.10264614,0.5560337
"GSM7717085","PWH27","Wound7","Fibroblast",-0.41187015,0.86430645
"GSM7717090","PWH28","Wound30","Fibroblast",3.235277,0.061450228
"GSM7717084","PWH27","Wound1","Fibroblast",-0.9599401,-0.19987491
"GSM7717082","PWH26","Wound30","Fibroblast",3.151649,-0.085352354
"GSM7717090","PWH28","Wound30","Fibroblast",2.6808968,0.15165041
"GSM7717090","PWH28","Wound30","Fibroblast",2.532752,-0.16380215
"GSM7717085","PWH27","Wound7","Fibroblast",2.2482762,0.09203704
"GSM7717086","PWH27","Wound30","Fibroblast",-2.0982227,-0.47106436
"GSM7717090","PWH28","Wound30","Fibroblast",-1.8324872,1.1404687
"GSM7717090","PWH28","Wound30","Fibroblast",2.7217414,0.27517858
"GSM7717086","PWH27","Wound30","Fibroblast",3.1555347,-0.18581755
"GSM7717085","PWH27","Wound7","Fibroblast",1.7318113,0.40403536
"GSM7717085","PWH27","Wound7","Fibroblast",0.2387984,0.010567249
"GSM7717086","PWH27","Wound30","Fibroblast",0.24623813,0.8529124
"GSM7717086","PWH27","Wound30","Fibroblast",2.7121918,-0.25385928
"GSM7717083","PWH27","Skin","Fibroblast",-2.3769577,-2.8058388
"GSM7717080","PWH26","Wound1","Fibroblast",-3.6350708,-1.082103
"GSM7717079","PWH26","Skin","Fibroblast",-3.2552388,2.3111494
"GSM7717086","PWH27","Wound30","Fibroblast",-2.151102,-0.20774402
"GSM7717086","PWH27","Wound30","Fibroblast",2.2738125,-0.08630011
"GSM7717090","PWH28","Wound30","Fibroblast",2.6457543,-0.20174402
"GSM7717084","PWH27","Wound1","Fibroblast",-2.3458388,1.6318086
"GSM7717090","PWH28","Wound30","Fibroblast",3.2562752,-0.008849221
"GSM7717090","PWH28","Wound30","Fibroblast",3.1939192,0.021468868
"GSM7717088","PWH28","Wound1","Fibroblast",-2.3778884,1.2125987
"GSM7717089","PWH28","Wound7","Fibroblast",2.88305,-0.57856774
"GSM7717086","PWH27","Wound30","Fibroblast",0.7131763,0.4001555
"GSM7717089","PWH28","Wound7","Fibroblast",-0.7740246,0.16689639
"GSM7717089","PWH28","Wound7","Fibroblast",-3.6986117,0.8301952
"GSM7717085","PWH27","Wound7","Fibroblast",0.99551946,0.055062335
"GSM7717084","PWH27","Wound1","Fibroblast",-3.3205295,3.2072036
"GSM7717085","PWH27","Wound7","Fibroblast",0.13955039,0.41508657
"GSM7717082","PWH26","Wound30","Fibroblast",0.120752126,-0.63078153
"GSM7717084","PWH27","Wound1","Fibroblast",-1.870439,3.1087234
"GSM7717090","PWH28","Wound30","Fibroblast",2.9920342,-0.25463235
"GSM7717090","PWH28","Wound30","Fibroblast",-3.9358325,0.5293384
"GSM7717082","PWH26","Wound30","Fibroblast",2.5148294,0.03822083
"GSM7717090","PWH28","Wound30","Fibroblast",3.1899066,-0.14414164
"GSM7717082","PWH26","Wound30","Fibroblast",1.9337256,0.726709
"GSM7717085","PWH27","Wound7","Fibroblast",-3.6125646,2.8692265
"GSM7717084","PWH27","Wound1","Fibroblast",-4.4095826,2.210627
"GSM7717086","PWH27","Wound30","Fibroblast",0.23147231,-1.2810601
"GSM7717082","PWH26","Wound30","Fibroblast",0.19283475,0.08974773
"GSM7717084","PWH27","Wound1","Fibroblast",-2.1399786,2.6613445
"GSM7717086","PWH27","Wound30","Fibroblast",2.964116,0.10722872
"GSM7717088","PWH28","Wound1","Fibroblast",-0.53548336,2.391519
"GSM7717090","PWH28","Wound30","Fibroblast",3.6615722,-0.18548593
"GSM7717081","PWH26","Wound7","Fibroblast",-2.6636798,-0.7712789
"GSM7717086","PWH27","Wound30","Fibroblast",2.528074,-0.1915963
"GSM7717082","PWH26","Wound30","Fibroblast",4.0036945,0.19898613
"GSM7717080","PWH26","Wound1","Fibroblast",-2.6703343,2.453301
"GSM7717088","PWH28","Wound1","Fibroblast",-1.441575,0.9854373
"GSM7717079","PWH26","Skin","Fibroblast",-4.064286,-0.2767393
"GSM7717087","PWH28","Skin","Fibroblast",-2.6487556,0.94570357
"GSM7717079","PWH26","Skin","Fibroblast",-3.535526,-1.3570083
"GSM7717079","PWH26","Skin","Fibroblast",-2.9519448,-1.1169738
"GSM7717080","PWH26","Wound1","Fibroblast",-3.8068497,1.8239822
"GSM7717089","PWH28","Wound7","Fibroblast",0.80569917,0.836868
"GSM7717085","PWH27","Wound7","Fibroblast",1.1554048,1.5827076
"GSM7717081","PWH26","Wound7","Fibroblast",2.5546374,0.15660271
"GSM7717085","PWH27","Wound7","Fibroblast",-3.3694599,0.82527983
"GSM7717087","PWH28","Skin","Fibroblast",-2.6447399,-1.2360622
"GSM7717090","PWH28","Wound30","Fibroblast",2.6230953,0.14469345
"GSM7717081","PWH26","Wound7","Fibroblast",1.5411847,0.9853923
"GSM7717082","PWH26","Wound30","Fibroblast",2.602202,-0.009300599
"GSM7717086","PWH27","Wound30","Fibroblast",1.3927759,0.6284961
"GSM7717085","PWH27","Wound7","Fibroblast",1.381844,0.2166594
"GSM7717085","PWH27","Wound7","Fibroblast",-3.1012864,-0.37783584
"GSM7717090","PWH28","Wound30","Fibroblast",2.9560964,-0.07063124
"GSM7717086","PWH27","Wound30","Fibroblast",0.30617863,1.519163
"GSM7717083","PWH27","Skin","Fibroblast",-3.3953972,-1.0283338
"GSM7717090","PWH28","Wound30","Fibroblast",2.6370828,-0.21957986
"GSM7717086","PWH27","Wound30","Fibroblast",3.1222577,0.6220674
"GSM7717085","PWH27","Wound7","Fibroblast",0.12700003,0.8310432
"GSM7717086","PWH27","Wound30","Fibroblast",3.024834,0.6589704
"GSM7717087","PWH28","Skin","Fibroblast",-2.9794753,3.209516
"GSM7717090","PWH28","Wound30","Fibroblast",2.4406896,0.03631944
"GSM7717085","PWH27","Wound7","Fibroblast",-0.29190952,0.6498742
"GSM7717090","PWH28","Wound30","Fibroblast",0.47717795,0.04287344
"GSM7717084","PWH27","Wound1","Fibroblast",-1.912024,1.4429516
"GSM7717079","PWH26","Skin","Fibroblast",-3.1927269,-2.540077
"GSM7717085","PWH27","Wound7","Fibroblast",1.2698442,2.6397312
"GSM7717080","PWH26","Wound1","Fibroblast",-3.9646158,-0.26992744
"GSM7717087","PWH28","Skin","Fibroblast",-1.6542947,-2.2142258
"GSM7717079","PWH26","Skin","Fibroblast",-0.29421878,-0.74648017
"GSM7717087","PWH28","Skin","Fibroblast",-1.6716851,-1.881503
"GSM7717090","PWH28","Wound30","Fibroblast",3.0595222,0.07652876
"GSM7717089","PWH28","Wound7","Fibroblast",-1.2623516,1.6361153
"GSM7717087","PWH28","Skin","Fibroblast",-4.0533895,0.7582459
"GSM7717082","PWH26","Wound30","Fibroblast",2.9918199,0.053051047
"GSM7717079","PWH26","Skin","Fibroblast",-3.89469,0.85595745
"GSM7717090","PWH28","Wound30","Fibroblast",-1.8806094,1.8455508
"GSM7717082","PWH26","Wound30","Fibroblast",-2.544035,-0.45581424
"GSM7717085","PWH27","Wound7","Fibroblast",-1.931022,0.63102126
"GSM7717079","PWH26","Skin","Fibroblast",-3.4568594,0.3144762
"GSM7717089","PWH28","Wound7","Fibroblast",1.4310644,0.21815144
"GSM7717079","PWH26","Skin","Fibroblast",-3.8368857,0.42283562
"GSM7717085","PWH27","Wound7","Fibroblast",-2.988703,0.64902526
"GSM7717085","PWH27","Wound7","Fibroblast",0.30777046,0.70327145
"GSM7717079","PWH26","Skin","Fibroblast",-3.4161124,-0.0938297
"GSM7717089","PWH28","Wound7","Fibroblast",2.7766044,-0.08274417
"GSM7717087","PWH28","Skin","Fibroblast",-2.9351523,-1.3887092
"GSM7717090","PWH28","Wound30","Fibroblast",-2.6217935,-0.09344235
"GSM7717090","PWH28","Wound30","Fibroblast",1.8110868,0.21131854
"GSM7717082","PWH26","Wound30","Fibroblast",3.084517,0.04680668
"GSM7717086","PWH27","Wound30","Fibroblast",2.590008,-0.017206032
"GSM7717083","PWH27","Skin","Fibroblast",-0.6264592,-1.2218573
"GSM7717085","PWH27","Wound7","Fibroblast",-1.0123016,1.8578559
"GSM7717085","PWH27","Wound7","Fibroblast",-3.7419214,0.42937052
"GSM7717090","PWH28","Wound30","Fibroblast",2.9400811,0.4800409
"GSM7717082","PWH26","Wound30","Fibroblast",3.3200288,-0.06098965
"GSM7717090","PWH28","Wound30","Fibroblast",3.7310777,-0.18706384
"GSM7717086","PWH27","Wound30","Fibroblast",-1.867151,0.7250824
"GSM7717085","PWH27","Wound7","Fibroblast",3.0773983,-0.37928176
"GSM7717083","PWH27","Skin","Fibroblast",0.31885067,0.2716129
"GSM7717083","PWH27","Skin","Fibroblast",-3.424888,-0.059117597
"GSM7717090","PWH28","Wound30","Fibroblast",2.5787613,0.37418646
"GSM7717084","PWH27","Wound1","Fibroblast",0.17461197,0.88946146
"GSM7717086","PWH27","Wound30","Fibroblast",-0.11504147,0.33219573
"GSM7717081","PWH26","Wound7","Fibroblast",1.4315867,0.26957703
"GSM7717082","PWH26","Wound30","Fibroblast",2.0360901,0.6598598
"GSM7717081","PWH26","Wound7","Fibroblast",1.3619226,0.87548625
"GSM7717090","PWH28","Wound30","Fibroblast",2.9338515,0.273872
"GSM7717079","PWH26","Skin","Fibroblast",-2.69139,-2.099843
"GSM7717086","PWH27","Wound30","Fibroblast",2.585441,-0.04319456
"GSM7717083","PWH27","Skin","Fibroblast",-1.9786708,-2.6048121
"GSM7717090","PWH28","Wound30","Fibroblast",-2.7541788,-0.11586086
"GSM7717085","PWH27","Wound7","Fibroblast",2.5451725,0.52046394
"GSM7717086","PWH27","Wound30","Fibroblast",2.4127996,-0.37741113
"GSM7717086","PWH27","Wound30","Fibroblast",3.4137216,-0.17764314
"GSM7717086","PWH27","Wound30","Fibroblast",2.6283226,2.182785
"GSM7717086","PWH27","Wound30","Fibroblast",3.0477731,-0.14771941
"GSM7717081","PWH26","Wound7","Fibroblast",-1.582731,-0.89207894
"GSM7717086","PWH27","Wound30","Fibroblast",1.4096687,-0.11122997
"GSM7717085","PWH27","Wound7","Fibroblast",0.2449161,0.9208944
"GSM7717081","PWH26","Wound7","Fibroblast",-2.299921,2.5408866
"GSM7717082","PWH26","Wound30","Fibroblast",-0.700601,-0.48470634
"GSM7717085","PWH27","Wound7","Fibroblast",-1.482323,-0.09145159
"GSM7717086","PWH27","Wound30","Fibroblast",2.5514593,0.16136824
"GSM7717087","PWH28","Skin","Fibroblast",-1.9785408,-0.6760537
"GSM7717082","PWH26","Wound30","Fibroblast",-3.3196642,-0.02652266
"GSM7717087","PWH28","Skin","Fibroblast",-2.9002843,0.9024414
"GSM7717086","PWH27","Wound30","Fibroblast",-1.2026358,-0.1594295
"GSM7717082","PWH26","Wound30","Fibroblast",-2.3424232,-0.91056335
"GSM7717081","PWH26","Wound7","Fibroblast",-1.9656286,-0.9166814
"GSM7717083","PWH27","Skin","Fibroblast",-3.0685463,-0.19111429
"GSM7717086","PWH27","Wound30","Fibroblast",2.9094841,-0.015666887
"GSM7717079","PWH26","Skin","Fibroblast",-3.6602037,-0.50870067
"GSM7717082","PWH26","Wound30","Fibroblast",1.5919368,0.12847276
"GSM7717085","PWH27","Wound7","Fibroblast",-3.5341144,1.8522872
"GSM7717086","PWH27","Wound30","Fibroblast",-2.3476076,-1.6580335
"GSM7717082","PWH26","Wound30","Fibroblast",-1.7250296,-0.26139337
"GSM7717085","PWH27","Wound7","Fibroblast",0.5162894,0.1346881
"GSM7717083","PWH27","Skin","Fibroblast",-3.4393651,-2.2907388
"GSM7717079","PWH26","Skin","Fibroblast",-2.194718,-1.7707459
"GSM7717082","PWH26","Wound30","Fibroblast",-2.2417161,-1.1019939
"GSM7717086","PWH27","Wound30","Fibroblast",0.17078225,-0.74536544
"GSM7717085","PWH27","Wound7","Fibroblast",-0.4389658,1.8502042
"GSM7717086","PWH27","Wound30","Fibroblast",-0.14467712,-1.281096
"GSM7717079","PWH26","Skin","Fibroblast",-2.6763446,1.2937138
"GSM7717085","PWH27","Wound7","Fibroblast",0.47011766,0.70087445
"GSM7717086","PWH27","Wound30","Fibroblast",2.4815576,-0.1437129
"GSM7717083","PWH27","Skin","Fibroblast",-0.88184,0.808259
"GSM7717085","PWH27","Wound7","Fibroblast",0.0546589,0.65215
"GSM7717090","PWH28","Wound30","Fibroblast",-1.8852125,-0.1388511
"GSM7717082","PWH26","Wound30","Fibroblast",2.812859,-0.08602504
"GSM7717090","PWH28","Wound30","Fibroblast",3.2304487,-0.104918614
"GSM7717089","PWH28","Wound7","Fibroblast",0.6220098,-0.46812752
"GSM7717079","PWH26","Skin","Fibroblast",-1.3912336,2.2498922
"GSM7717083","PWH27","Skin","Fibroblast",-2.9644008,2.8688612
"GSM7717086","PWH27","Wound30","Fibroblast",2.9360154,0.058928065
"GSM7717085","PWH27","Wound7","Fibroblast",-1.3531526,0.95399487
"GSM7717085","PWH27","Wound7","Fibroblast",-1.6103455,7.2589393
"GSM7717081","PWH26","Wound7","Fibroblast",0.3504654,-1.4143128
"GSM7717090","PWH28","Wound30","Fibroblast",2.1132817,-0.20839877
"GSM7717090","PWH28","Wound30","Fibroblast",-1.892188,-0.23223265
"GSM7717082","PWH26","Wound30","Fibroblast",1.2671901,0.25853574
"GSM7717086","PWH27","Wound30","Fibroblast",2.9781897,0.059026435
"GSM7717090","PWH28","Wound30","Fibroblast",2.7047493,0.19667636
"GSM7717079","PWH26","Skin","Fibroblast",-2.5485432,1.3696599
"GSM7717080","PWH26","Wound1","Fibroblast",-2.682078,1.6223105
"GSM7717089","PWH28","Wound7","Fibroblast",-3.1341026,0.8137052
"GSM7717085","PWH27","Wound7","Fibroblast",0.93309426,1.3518331
"GSM7717082","PWH26","Wound30","Fibroblast",1.3641974,0.16526368
"GSM7717083","PWH27","Skin","Fibroblast",-2.8957677,4.4828277
"GSM7717087","PWH28","Skin","Fibroblast",-3.1609473,0.41930905
"GSM7717089","PWH28","Wound7","Fibroblast",0.9194527,0.8629688
"GSM7717086","PWH27","Wound30","Fibroblast",0.6408189,-1.7597954
"GSM7717089","PWH28","Wound7","Fibroblast",-2.6826115,-0.6860059
"GSM7717086","PWH27","Wound30","Fibroblast",0.90188617,-0.059058003
"GSM7717090","PWH28","Wound30","Fibroblast",-1.6706096,-1.9222171
"GSM7717090","PWH28","Wound30","Fibroblast",2.9235303,0.12092442
"GSM7717079","PWH26","Skin","Fibroblast",-1.889685,-2.1738486
"GSM7717089","PWH28","Wound7","Fibroblast",0.4346307,0.26833358
"GSM7717086","PWH27","Wound30","Fibroblast",2.6489215,0.800956
"GSM7717081","PWH26","Wound7","Fibroblast",2.3614275,-0.04305252
"GSM7717085","PWH27","Wound7","Fibroblast",0.803002,0.748431
"GSM7717080","PWH26","Wound1","Fibroblast",-0.30785924,2.8640127
"GSM7717083","PWH27","Skin","Fibroblast",-3.302145,0.88758105
"GSM7717089","PWH28","Wound7","Fibroblast",0.7978,0.18315306
"GSM7717090","PWH28","Wound30","Fibroblast",-1.0174192,-0.23929533
"GSM7717086","PWH27","Wound30","Fibroblast",1.5559295,-0.31395036
"GSM7717090","PWH28","Wound30","Fibroblast",3.0375257,0.18861605
"GSM7717086","PWH27","Wound30","Fibroblast",2.873957,-0.008757553
"GSM7717085","PWH27","Wound7","Fibroblast",1.2201848,-0.08383985
"GSM7717080","PWH26","Wound1","Fibroblast",0.5979903,0.27430844
"GSM7717090","PWH28","Wound30","Fibroblast",3.2308545,0.11902909
"GSM7717090","PWH28","Wound30","Fibroblast",2.7106376,0.4136055
"GSM7717090","PWH28","Wound30","Fibroblast",3.4264293,0.08869631
"GSM7717085","PWH27","Wound7","Fibroblast",1.5065651,-0.51616836
"GSM7717087","PWH28","Skin","Fibroblast",-3.5956748,-1.3622423
"GSM7717085","PWH27","Wound7","Fibroblast",-1.5986161,0.8712546
"GSM7717090","PWH28","Wound30","Fibroblast",1.3552213,-0.96300125
"GSM7717083","PWH27","Skin","Fibroblast",-1.124675,-1.7956711
"GSM7717084","PWH27","Wound1","Fibroblast",-1.375932,1.3104069
"GSM7717090","PWH28","Wound30","Fibroblast",2.8056378,-0.031163963
"GSM7717086","PWH27","Wound30","Fibroblast",1.9346611,-0.24880154
"GSM7717090","PWH28","Wound30","Fibroblast",2.8823926,0.0745358
"GSM7717087","PWH28","Skin","Fibroblast",-4.0394754,-1.5806274
"GSM7717085","PWH27","Wound7","Fibroblast",0.1060798,-0.8699286
"GSM7717086","PWH27","Wound30","Fibroblast",-0.7141135,-0.607982
"GSM7717089","PWH28","Wound7","Fibroblast",-1.6542104,0.45374024
"GSM7717085","PWH27","Wound7","Fibroblast",-0.45712024,0.6450127
"GSM7717086","PWH27","Wound30","Fibroblast",1.5828763,0.4280681
"GSM7717081","PWH26","Wound7","Fibroblast",1.8719893,0.038537573
"GSM7717090","PWH28","Wound30","Fibroblast",2.257166,-0.010471657
"GSM7717086","PWH27","Wound30","Fibroblast",3.0591602,0.047758628
"GSM7717085","PWH27","Wound7","Fibroblast",1.5186617,0.27127743
"GSM7717081","PWH26","Wound7","Fibroblast",2.8392835,0.4722274
"GSM7717081","PWH26","Wound7","Fibroblast",0.94738585,0.54782444
"GSM7717080","PWH26","Wound1","Fibroblast",-1.2797834,0.2928927
"GSM7717090","PWH28","Wound30","Fibroblast",-0.9035825,-0.54963845
"GSM7717087","PWH28","Skin","Fibroblast",0.19106261,-1.2431656
"GSM7717090","PWH28","Wound30","Fibroblast",1.513148,-0.7347862
"GSM7717090","PWH28","Wound30","Fibroblast",2.8965933,0.21531947
"GSM7717088","PWH28","Wound1","Fibroblast",-2.5454473,0.28802133
"GSM7717086","PWH27","Wound30","Fibroblast",2.799502,0.17278618
"GSM7717090","PWH28","Wound30","Fibroblast",3.0746245,0.1905963
"GSM7717085","PWH27","Wound7","Fibroblast",-0.06314729,0.28456834
"GSM7717085","PWH27","Wound7","Fibroblast",0.23111004,0.5246475
"GSM7717086","PWH27","Wound30","Fibroblast",-0.9744065,-1.4438102
"GSM7717090","PWH28","Wound30","Fibroblast",-0.3533449,0.058479127
"GSM7717080","PWH26","Wound1","Fibroblast",-2.895328,1.1910217
"GSM7717090","PWH28","Wound30","Fibroblast",0.8458876,0.48693055
"GSM7717090","PWH28","Wound30","Fibroblast",2.9918973,0.40095833
"GSM7717079","PWH26","Skin","Fibroblast",-2.843864,-1.0841115
"GSM7717081","PWH26","Wound7","Fibroblast",-0.5911028,0.58677524
"GSM7717085","PWH27","Wound7","Fibroblast",-1.936115,0.56038564
"GSM7717086","PWH27","Wound30","Fibroblast",-0.6818814,-1.4389328
"GSM7717079","PWH26","Skin","Fibroblast",-3.332552,-2.222613
"GSM7717086","PWH27","Wound30","Fibroblast",2.2376404,-0.27998522
"GSM7717082","PWH26","Wound30","Fibroblast",-2.1283753,2.026262
"GSM7717086","PWH27","Wound30","Fibroblast",3.0294995,-0.22360362
"GSM7717082","PWH26","Wound30","Fibroblast",-0.9249977,-1.5232992
"GSM7717086","PWH27","Wound30","Fibroblast",2.2352026,-0.17026192
"GSM7717081","PWH26","Wound7","Fibroblast",-2.7817247,-0.9869461
"GSM7717085","PWH27","Wound7","Fibroblast",1.2425508,1.1456493
"GSM7717086","PWH27","Wound30","Fibroblast",2.4813917,1.7955717
"GSM7717086","PWH27","Wound30","Fibroblast",2.3779109,-0.21200038
"GSM7717087","PWH28","Skin","Fibroblast",-3.7353039,0.3969065
"GSM7717087","PWH28","Skin","Fibroblast",-1.4889942,0.930029
"GSM7717090","PWH28","Wound30","Fibroblast",2.7961516,-0.00439181
"GSM7717086","PWH27","Wound30","Fibroblast",2.2912076,0.10395984
"GSM7717087","PWH28","Skin","Fibroblast",-3.7415364,-0.22419035
"GSM7717086","PWH27","Wound30","Fibroblast",2.636039,-0.06573853
"GSM7717087","PWH28","Skin","Fibroblast",-2.6007288,-1.5871906
"GSM7717089","PWH28","Wound7","Fibroblast",0.16620268,0.054862447
"GSM7717090","PWH28","Wound30","Fibroblast",3.0679576,0.50944644
"GSM7717085","PWH27","Wound7","Fibroblast",-3.8114793,-0.67911935
"GSM7717090","PWH28","Wound30","Fibroblast",2.9485767,0.28852573
"GSM7717087","PWH28","Skin","Fibroblast",-3.746267,-1.5807043
"GSM7717081","PWH26","Wound7","Fibroblast",0.018001921,1.3555869
"GSM7717090","PWH28","Wound30","Fibroblast",2.6898508,0.38686606
"GSM7717081","PWH26","Wound7","Fibroblast",1.4496915,2.038626
"GSM7717081","PWH26","Wound7","Fibroblast",1.1829901,8.925679
"GSM7717086","PWH27","Wound30","Fibroblast",0.6707523,-0.20735545
"GSM7717086","PWH27","Wound30","Fibroblast",1.2494324,0.55439466
"GSM7717086","PWH27","Wound30","Fibroblast",2.4022045,0.070202306
"GSM7717086","PWH27","Wound30","Fibroblast",1.4638063,-2.1860874
"GSM7717090","PWH28","Wound30","Fibroblast",2.3866518,1.586619
"GSM7717085","PWH27","Wound7","Fibroblast",0.8497212,0.5238904
"GSM7717079","PWH26","Skin","Fibroblast",-3.5114117,-1.105113
"GSM7717085","PWH27","Wound7","Fibroblast",-3.174984,0.6743725
"GSM7717085","PWH27","Wound7","Fibroblast",-3.0709836,0.043964084
"GSM7717086","PWH27","Wound30","Fibroblast",-0.063776635,-1.3454195
"GSM7717083","PWH27","Skin","Fibroblast",-3.243652,-1.262834
"GSM7717086","PWH27","Wound30","Fibroblast",2.8994813,-0.00971955
"GSM7717086","PWH27","Wound30","Fibroblast",2.3821642,-0.027605223
"GSM7717090","PWH28","Wound30","Fibroblast",0.089290895,-1.8970898
"GSM7717082","PWH26","Wound30","Fibroblast",2.1355805,0.20263705
"GSM7717090","PWH28","Wound30","Fibroblast",3.0095053,0.18242219
"GSM7717086","PWH27","Wound30","Fibroblast",2.3495765,0.015532288
"GSM7717081","PWH26","Wound7","Fibroblast",0.6512652,-0.022665193
"GSM7717090","PWH28","Wound30","Fibroblast",2.3299117,-0.32513207
"GSM7717082","PWH26","Wound30","Fibroblast",2.7239928,0.10831171
"GSM7717086","PWH27","Wound30","Fibroblast",-1.593885,-0.7827797
"GSM7717082","PWH26","Wound30","Fibroblast",-2.245195,-1.2454556
"GSM7717080","PWH26","Wound1","Fibroblast",-3.1697237,0.035554815
"GSM7717079","PWH26","Skin","Fibroblast",-3.4341877,-1.4384624
"GSM7717085","PWH27","Wound7","Fibroblast",1.0417212,0.7463729
"GSM7717090","PWH28","Wound30","Fibroblast",3.3283153,0.20459338
"GSM7717082","PWH26","Wound30","Fibroblast",0.27454823,1.083088
"GSM7717085","PWH27","Wound7","Fibroblast",-2.6198454,-0.060235534
"GSM7717090","PWH28","Wound30","Fibroblast",3.1288335,0.11116496
"GSM7717079","PWH26","Skin","Fibroblast",-2.265029,0.011306836
"GSM7717090","PWH28","Wound30","Fibroblast",2.7137153,0.044660743
"GSM7717089","PWH28","Wound7","Fibroblast",0.7898604,-2.6072812
"GSM7717085","PWH27","Wound7","Fibroblast",-2.802029,1.5770323
"GSM7717087","PWH28","Skin","Fibroblast",-3.0204504,1.812999
"GSM7717087","PWH28","Skin","Fibroblast",-2.4287767,3.5725224
"GSM7717086","PWH27","Wound30","Fibroblast",1.8283439,-0.005597559
"GSM7717085","PWH27","Wound7","Fibroblast",-1.9434363,-1.2887001
"GSM7717086","PWH27","Wound30","Fibroblast",1.7436285,0.08165368
"GSM7717089","PWH28","Wound7","Fibroblast",-3.6101046,1.983802
"GSM7717082","PWH26","Wound30","Fibroblast",2.8131704,0.20599538
"GSM7717086","PWH27","Wound30","Fibroblast",3.1587567,0.32222128
"GSM7717082","PWH26","Wound30","Fibroblast",-0.31309575,0.94888955
"GSM7717086","PWH27","Wound30","Fibroblast",0.8486247,0.26066437
"GSM7717089","PWH28","Wound7","Fibroblast",-0.6499397,-0.0026906133
"GSM7717079","PWH26","Skin","Fibroblast",-3.827826,0.28562677
"GSM7717090","PWH28","Wound30","Fibroblast",3.052494,0.41414037
"GSM7717086","PWH27","Wound30","Fibroblast",2.8607976,0.11447573
"GSM7717079","PWH26","Skin","Fibroblast",-3.0161252,2.717089
"GSM7717090","PWH28","Wound30","Fibroblast",3.2488756,0.26503527
"GSM7717082","PWH26","Wound30","Fibroblast",3.0188584,0.01686077
"GSM7717090","PWH28","Wound30","Fibroblast",2.0476274,-0.4283173
"GSM7717085","PWH27","Wound7","Fibroblast",2.9230745,-0.16761352
"GSM7717086","PWH27","Wound30","Fibroblast",2.493437,-0.3324949
"GSM7717086","PWH27","Wound30","Fibroblast",0.5528373,0.5104522
"GSM7717090","PWH28","Wound30","Fibroblast",3.0078194,0.13093291
"GSM7717085","PWH27","Wound7","Fibroblast",1.0052319,1.0884843
"GSM7717090","PWH28","Wound30","Fibroblast",-1.2523198,1.140422
"GSM7717089","PWH28","Wound7","Fibroblast",1.5354078,-1.9098713
"GSM7717085","PWH27","Wound7","Fibroblast",0.2109105,1.6289233
"GSM7717079","PWH26","Skin","Fibroblast",-2.9947174,-0.23670869
"GSM7717090","PWH28","Wound30","Fibroblast",1.123389,-0.1301851
"GSM7717087","PWH28","Skin","Fibroblast",-1.7629209,-1.1260536
"GSM7717079","PWH26","Skin","Fibroblast",-3.2948966,3.4428897
"GSM7717081","PWH26","Wound7","Fibroblast",2.371753,0.22858752
"GSM7717081","PWH26","Wound7","Fibroblast",2.347988,-0.031959236
"GSM7717083","PWH27","Skin","Fibroblast",-3.5260623,-1.4511575
"GSM7717085","PWH27","Wound7","Fibroblast",-3.4914556,2.6196108
"GSM7717085","PWH27","Wound7","Fibroblast",1.0063539,0.669018
"GSM7717085","PWH27","Wound7","Fibroblast",1.0519917,0.47842014
"GSM7717090","PWH28","Wound30","Fibroblast",2.679554,0.33900452
"GSM7717085","PWH27","Wound7","Fibroblast",1.0681082,0.43528724
"GSM7717090","PWH28","Wound30","Fibroblast",2.7898529,0.24890295
"GSM7717079","PWH26","Skin","Fibroblast",-3.6049104,1.5117202
"GSM7717087","PWH28","Skin","Fibroblast",1.9587138,-0.68485516
"GSM7717082","PWH26","Wound30","Fibroblast",2.0078099,0.26487026
